Phi,Theta,Gain
1.079999999999999893e+01,5.040000000000000568e+01,1.397515763653415810e+01
1.079999999999999893e+01,5.220000000000001705e+01,1.360299047920703153e+01
1.079999999999999893e+01,5.400000000000000000e+01,1.310717472711337983e+01
1.079999999999999893e+01,5.580000000000001137e+01,1.197897090357621863e+01
1.079999999999999893e+01,5.759999999999999432e+01,1.070298308627442729e+01
1.079999999999999893e+01,5.940000000000000568e+01,9.673011733478409369e+00
1.079999999999999893e+01,6.120000000000001705e+01,7.804134855169765572e+00
1.079999999999999893e+01,6.300000000000000000e+01,5.582892446172332157e+00
1.079999999999999893e+01,6.480000000000001137e+01,2.981135068039732161e+00
1.079999999999999893e+01,6.659999999999999432e+01,1.372440940802684750e+00
1.079999999999999893e+01,6.840000000000000568e+01,-2.356572340202951921e+00
1.079999999999999893e+01,7.020000000000001705e+01,-3.607435762947125646e+00
1.079999999999999893e+01,7.200000000000000000e+01,-5.031666624662913812e+00
1.079999999999999893e+01,7.380000000000001137e+01,-3.187882208294610109e+00
1.079999999999999893e+01,7.559999999999999432e+01,-1.145132118205362870e+00
1.079999999999999893e+01,7.740000000000000568e+01,1.622447286683266210e-01
1.079999999999999893e+01,7.920000000000001705e+01,1.425200443698291686e+00
1.079999999999999893e+01,8.100000000000000000e+01,2.256980465657586254e+00
1.079999999999999893e+01,8.280000000000001137e+01,2.610902040816323932e+00
1.079999999999999893e+01,8.459999999999999432e+01,3.282370320779167905e+00
1.079999999999999893e+01,8.640000000000000568e+01,4.374220817219621971e+00
1.079999999999999893e+01,8.820000000000001705e+01,4.373468275547497619e+00
1.079999999999999893e+01,9.000000000000000000e+01,4.675000000000000711e+00
1.439999999999999858e+01,-9.000000000000000000e+01,6.750000000000000888e+00
1.439999999999999858e+01,-8.820000000000000284e+01,7.019305214229571099e+00
1.439999999999999858e+01,-8.640000000000000568e+01,7.206808661883787437e+00
1.439999999999999858e+01,-8.459999999999999432e+01,7.367630368842039701e+00
1.439999999999999858e+01,-8.279999999999999716e+01,8.449048920863315715e+00
1.439999999999999858e+01,-8.100000000000000000e+01,7.063907595544822726e+00
1.439999999999999858e+01,-7.920000000000000284e+01,7.462548198883811601e+00
1.439999999999999858e+01,-7.740000000000000568e+01,6.334573122482254348e+00
1.439999999999999858e+01,-7.559999999999999432e+01,6.115154607613023430e+00
1.439999999999999858e+01,-7.379999999999999716e+01,5.784528339280308629e+00
1.439999999999999858e+01,-7.200000000000000000e+01,5.288123515439426825e+00
1.439999999999999858e+01,-7.020000000000000284e+01,5.228240133802654732e+00
1.439999999999999858e+01,-6.840000000000000568e+01,4.013184030723887297e+00
1.439999999999999858e+01,-6.659999999999999432e+01,3.284000628086212625e+00
1.439999999999999858e+01,-6.479999999999999716e+01,2.806029807064260417e+00
1.439999999999999858e+01,-6.300000000000000000e+01,4.532498658747779352e+00
1.439999999999999858e+01,-6.120000000000000284e+01,5.963771870794073671e+00
1.439999999999999858e+01,-5.939999999999999858e+01,7.854515952263038336e+00
1.439999999999999858e+01,-5.760000000000000142e+01,8.738944658209582883e+00
1.439999999999999858e+01,-5.579999999999999716e+01,1.013381460842366089e+01
1.439999999999999858e+01,-5.400000000000000000e+01,1.005925407459253940e+01
1.439999999999999858e+01,-5.219999999999999574e+01,9.980854815927873602e+00
1.439999999999999858e+01,-5.039999999999999858e+01,1.023408783037307757e+01
1.439999999999999858e+01,-4.860000000000000142e+01,1.027452439019387498e+01
1.439999999999999858e+01,-4.679999999999999716e+01,9.907395460847988389e+00
1.439999999999999858e+01,-4.500000000000000000e+01,8.487663703308495400e+00
1.439999999999999858e+01,-4.319999999999999574e+01,7.136972190409808015e+00
1.439999999999999858e+01,-4.139999999999999858e+01,6.455790015115887570e+00
1.439999999999999858e+01,-3.960000000000000142e+01,6.680250671441359422e+00
1.439999999999999858e+01,-3.779999999999999716e+01,7.957583144825424171e+00
1.439999999999999858e+01,-3.600000000000000000e+01,9.275132943699597732e+00
1.439999999999999858e+01,-3.419999999999999574e+01,9.918438675555888651e+00
1.439999999999999858e+01,-3.239999999999999858e+01,1.087270882380638426e+01
1.439999999999999858e+01,-3.060000000000000142e+01,1.193226129876146224e+01
1.439999999999999858e+01,-2.879999999999999716e+01,1.248035619988265665e+01
1.439999999999999858e+01,-2.700000000000000000e+01,1.205135559903617626e+01
1.439999999999999858e+01,-2.520000000000000284e+01,1.155582961938425335e+01
1.439999999999999858e+01,-2.339999999999999147e+01,1.131222705005118634e+01
1.439999999999999858e+01,-2.159999999999999432e+01,1.028584658714379962e+01
1.439999999999999858e+01,-1.979999999999999716e+01,9.870504370585210907e+00
1.439999999999999858e+01,-1.800000000000000000e+01,1.041228028089152602e+01
1.439999999999999858e+01,-1.620000000000000284e+01,1.047302656171056690e+01
1.439999999999999858e+01,-1.439999999999999147e+01,1.083560012059015598e+01
1.439999999999999858e+01,-1.259999999999999432e+01,1.169429867565218828e+01
1.439999999999999858e+01,-1.079999999999999716e+01,1.284630356971269549e+01
1.439999999999999858e+01,-9.000000000000000000e+00,1.349888580720247333e+01
1.439999999999999858e+01,-7.200000000000002842e+00,1.370884323305817531e+01
1.439999999999999858e+01,-5.399999999999991473e+00,1.404310668203122781e+01
1.439999999999999858e+01,-3.599999999999994316e+00,1.425418903036239016e+01
1.439999999999999858e+01,-1.799999999999997158e+00,1.436340623455861909e+01
1.439999999999999858e+01,0.000000000000000000e+00,1.410312903186543210e+01
1.439999999999999858e+01,1.799999999999997158e+00,1.386796001763429054e+01
1.439999999999999858e+01,3.600000000000008527e+00,1.395653051787916255e+01
1.439999999999999858e+01,5.400000000000005684e+00,1.405382261234333718e+01
1.439999999999999858e+01,7.200000000000002842e+00,1.429814849171163971e+01
1.439999999999999858e+01,9.000000000000000000e+00,1.430672469584483153e+01
1.439999999999999858e+01,1.079999999999999716e+01,1.401815475732636074e+01
1.439999999999999858e+01,1.260000000000000853e+01,1.363157208588957303e+01
1.439999999999999858e+01,1.440000000000000568e+01,1.344041681220376283e+01
1.439999999999999858e+01,1.620000000000000284e+01,1.345776567478876551e+01
1.439999999999999858e+01,1.800000000000000000e+01,1.365984830579274423e+01
1.439999999999999858e+01,1.979999999999999716e+01,1.404039350567289191e+01
1.439999999999999858e+01,2.160000000000000853e+01,1.461553308940028550e+01
1.439999999999999858e+01,2.340000000000000568e+01,1.503218212902444861e+01
1.439999999999999858e+01,2.520000000000000284e+01,1.515200823045267420e+01
1.439999999999999858e+01,2.700000000000000000e+01,1.505711267398336872e+01
1.439999999999999858e+01,2.879999999999999716e+01,1.475652868710139032e+01
1.439999999999999858e+01,3.060000000000000853e+01,1.466500925292655033e+01
1.439999999999999858e+01,3.240000000000000568e+01,1.453139327559857641e+01
1.439999999999999858e+01,3.420000000000000284e+01,1.445879290408680085e+01
1.439999999999999858e+01,3.600000000000000000e+01,1.435220961354982094e+01
1.439999999999999858e+01,3.779999999999999716e+01,1.418630581260650381e+01
1.439999999999999858e+01,3.959999999999999432e+01,1.383557452522539144e+01
1.439999999999999858e+01,4.140000000000000568e+01,1.332817697343180363e+01
1.439999999999999858e+01,4.320000000000001705e+01,1.313012282130282848e+01
1.439999999999999858e+01,4.500000000000000000e+01,1.299686182175739901e+01
1.439999999999999858e+01,4.680000000000001137e+01,1.285942252030748989e+01
1.439999999999999858e+01,4.859999999999999432e+01,1.262872313486796294e+01
1.439999999999999858e+01,5.040000000000000568e+01,1.213597061015165579e+01
1.439999999999999858e+01,5.220000000000001705e+01,1.155061094139133360e+01
1.439999999999999858e+01,5.400000000000000000e+01,1.178184328968903571e+01
1.439999999999999858e+01,5.580000000000001137e+01,1.173248163627153140e+01
1.439999999999999858e+01,5.759999999999999432e+01,1.067213440739072006e+01
1.439999999999999858e+01,5.940000000000000568e+01,1.034213862418479124e+01
1.439999999999999858e+01,6.120000000000001705e+01,9.320416343619159605e+00
1.439999999999999858e+01,6.300000000000000000e+01,7.063109994031425032e+00
1.439999999999999858e+01,6.480000000000001137e+01,5.414008811988071379e+00
1.439999999999999858e+01,6.659999999999999432e+01,4.181842798815695872e+00
1.439999999999999858e+01,6.840000000000000568e+01,1.986786252637923633e+00
1.439999999999999858e+01,7.020000000000001705e+01,2.000736473175434293e-01
1.439999999999999858e+01,7.200000000000000000e+01,-1.122157333440960691e-01
1.439999999999999858e+01,7.380000000000001137e+01,-1.040039375572075153e+00
1.439999999999999858e+01,7.559999999999999432e+01,-1.616066564358363378e+00
1.439999999999999858e+01,7.740000000000000568e+01,5.581416737124111904e-02
1.439999999999999858e+01,7.920000000000001705e+01,7.428221394924630072e-01
1.439999999999999858e+01,8.100000000000000000e+01,-1.164106436678907119e+00
1.439999999999999858e+01,8.280000000000001137e+01,3.040283905620496663e-01
1.439999999999999858e+01,8.459999999999999432e+01,1.555953561569509924e+00
1.439999999999999858e+01,8.640000000000000568e+01,3.282004994495661521e+00
1.439999999999999858e+01,8.820000000000001705e+01,4.585587660471031057e+00
1.439999999999999858e+01,9.000000000000000000e+01,5.349999999999999645e+00
1.800000000000000000e+01,-9.000000000000000000e+01,5.000000000000000000e+00
1.800000000000000000e+01,-8.820000000000000284e+01,5.494955310199785892e+00
1.800000000000000000e+01,-8.640000000000000568e+01,5.501282380657954718e+00
1.800000000000000000e+01,-8.459999999999999432e+01,5.140599091844705981e+00
1.800000000000000000e+01,-8.279999999999999716e+01,5.253419128845568054e+00
1.800000000000000000e+01,-8.100000000000000000e+01,5.710676960759330179e+00
1.800000000000000000e+01,-7.920000000000000284e+01,5.991871426524791211e+00
1.800000000000000000e+01,-7.740000000000000568e+01,6.510293281589876635e+00
1.800000000000000000e+01,-7.559999999999999432e+01,7.188120379594198361e+00
1.800000000000000000e+01,-7.379999999999999716e+01,6.445942804428040240e+00
1.800000000000000000e+01,-7.200000000000000000e+01,6.009553878900797841e+00
1.800000000000000000e+01,-7.020000000000000284e+01,5.604262753719937429e+00
1.800000000000000000e+01,-6.840000000000000568e+01,5.247266102571580326e+00
1.800000000000000000e+01,-6.659999999999999432e+01,5.199336378768816047e+00
1.800000000000000000e+01,-6.479999999999999716e+01,4.771075968446968574e+00
1.800000000000000000e+01,-6.300000000000000000e+01,4.081448246489213894e+00
1.800000000000000000e+01,-6.120000000000000284e+01,2.697515850144094340e+00
1.800000000000000000e+01,-5.939999999999999858e+01,6.658721479174893876e-01
1.800000000000000000e+01,-5.760000000000000142e+01,1.741579571772392754e+00
1.800000000000000000e+01,-5.579999999999999716e+01,3.078053128092661517e+00
1.800000000000000000e+01,-5.400000000000000000e+01,3.893265070666279914e+00
1.800000000000000000e+01,-5.219999999999999574e+01,5.611459785147131285e+00
1.800000000000000000e+01,-5.039999999999999858e+01,7.007151655563617965e+00
1.800000000000000000e+01,-4.860000000000000142e+01,8.027876990797439660e+00
1.800000000000000000e+01,-4.679999999999999716e+01,8.176140243279158781e+00
1.800000000000000000e+01,-4.500000000000000000e+01,8.203365072987148565e+00
1.800000000000000000e+01,-4.319999999999999574e+01,8.203655579345715765e+00
1.800000000000000000e+01,-4.139999999999999858e+01,8.554769482700704586e+00
1.800000000000000000e+01,-3.960000000000000142e+01,8.868438855160452050e+00
1.800000000000000000e+01,-3.779999999999999716e+01,9.449070187528246123e+00
1.800000000000000000e+01,-3.600000000000000000e+01,1.023343549722197920e+01
1.800000000000000000e+01,-3.419999999999999574e+01,1.113446312290857421e+01
1.800000000000000000e+01,-3.239999999999999858e+01,1.156054191444465751e+01
1.800000000000000000e+01,-3.060000000000000142e+01,1.138460237317998924e+01
1.800000000000000000e+01,-2.879999999999999716e+01,1.095228612695124681e+01
1.800000000000000000e+01,-2.700000000000000000e+01,1.109535040400746553e+01
1.800000000000000000e+01,-2.520000000000000284e+01,1.093345290619604881e+01
1.800000000000000000e+01,-2.339999999999999147e+01,9.839067437533385529e+00
1.800000000000000000e+01,-2.159999999999999432e+01,8.745349908375015247e+00
1.800000000000000000e+01,-1.979999999999999716e+01,7.737900216279982146e+00
1.800000000000000000e+01,-1.800000000000000000e+01,7.948492882045324670e+00
1.800000000000000000e+01,-1.620000000000000284e+01,8.605465022040588607e+00
1.800000000000000000e+01,-1.439999999999999147e+01,1.004194547082127720e+01
1.800000000000000000e+01,-1.259999999999999432e+01,1.109992178383897254e+01
1.800000000000000000e+01,-1.079999999999999716e+01,1.129218847839699791e+01
1.800000000000000000e+01,-9.000000000000000000e+00,1.182459114446774961e+01
1.800000000000000000e+01,-7.200000000000002842e+00,1.259897037797011521e+01
1.800000000000000000e+01,-5.399999999999991473e+00,1.308873652355970840e+01
1.800000000000000000e+01,-3.599999999999994316e+00,1.313319976658237742e+01
1.800000000000000000e+01,-1.799999999999997158e+00,1.326623543305198538e+01
1.800000000000000000e+01,0.000000000000000000e+00,1.321888008471482046e+01
1.800000000000000000e+01,1.799999999999997158e+00,1.333071644295301361e+01
1.800000000000000000e+01,3.600000000000008527e+00,1.412578052190120204e+01
1.800000000000000000e+01,5.400000000000005684e+00,1.397677322185689341e+01
1.800000000000000000e+01,7.200000000000002842e+00,1.342680230669265562e+01
1.800000000000000000e+01,9.000000000000000000e+00,1.337372758394387695e+01
1.800000000000000000e+01,1.079999999999999716e+01,1.328509275481809837e+01
1.800000000000000000e+01,1.260000000000000853e+01,1.317540019019638819e+01
1.800000000000000000e+01,1.440000000000000568e+01,1.315467118130255564e+01
1.800000000000000000e+01,1.620000000000000284e+01,1.343237217441271980e+01
1.800000000000000000e+01,1.800000000000000000e+01,1.363098166036317238e+01
1.800000000000000000e+01,1.979999999999999716e+01,1.431039252150653951e+01
1.800000000000000000e+01,2.160000000000000853e+01,1.500893833297051927e+01
1.800000000000000000e+01,2.340000000000000568e+01,1.476020132021239917e+01
1.800000000000000000e+01,2.520000000000000284e+01,1.475037543627959380e+01
1.800000000000000000e+01,2.700000000000000000e+01,1.448422883185416055e+01
1.800000000000000000e+01,2.879999999999999716e+01,1.525148973333062763e+01
1.800000000000000000e+01,3.060000000000000853e+01,1.548459109213635720e+01
1.800000000000000000e+01,3.240000000000000568e+01,1.433580003860258856e+01
1.800000000000000000e+01,3.420000000000000284e+01,1.414384665699916255e+01
1.800000000000000000e+01,3.600000000000000000e+01,1.448682228915662584e+01
1.800000000000000000e+01,3.779999999999999716e+01,1.434129194155746134e+01
1.800000000000000000e+01,3.959999999999999432e+01,1.395931993246807856e+01
1.800000000000000000e+01,4.140000000000000568e+01,1.391662527949156569e+01
1.800000000000000000e+01,4.320000000000001705e+01,1.383133819245658813e+01
1.800000000000000000e+01,4.500000000000000000e+01,1.336631800534728676e+01
1.800000000000000000e+01,4.680000000000001137e+01,1.299779059705797835e+01
1.800000000000000000e+01,4.859999999999999432e+01,1.254608802139129331e+01
1.800000000000000000e+01,5.040000000000000568e+01,1.177988168151448001e+01
1.800000000000000000e+01,5.220000000000001705e+01,1.000120628211116269e+01
1.800000000000000000e+01,5.400000000000000000e+01,9.698072300740314233e+00
1.800000000000000000e+01,5.580000000000001137e+01,8.466540020263431998e+00
1.800000000000000000e+01,5.759999999999999432e+01,7.183524673276240335e+00
1.800000000000000000e+01,5.940000000000000568e+01,7.654871925170247948e+00
1.800000000000000000e+01,6.120000000000001705e+01,6.740475339528220644e+00
1.800000000000000000e+01,6.300000000000000000e+01,5.399343068084250241e+00
1.800000000000000000e+01,6.480000000000001137e+01,4.515627077128305800e+00
1.800000000000000000e+01,6.659999999999999432e+01,3.494062133038613016e+00
1.800000000000000000e+01,6.840000000000000568e+01,3.135201877174528917e+00
1.800000000000000000e+01,7.020000000000001705e+01,2.119619388472605337e+00
1.800000000000000000e+01,7.200000000000000000e+01,1.151663680843687976e+00
1.800000000000000000e+01,7.380000000000001137e+01,1.736570717274422970e-01
1.800000000000000000e+01,7.559999999999999432e+01,-7.729578043656999409e-01
1.800000000000000000e+01,7.740000000000000568e+01,-1.810598457642870196e+00
1.800000000000000000e+01,7.920000000000001705e+01,-1.224357177119560935e+00
1.800000000000000000e+01,8.100000000000000000e+01,-1.046352034025074040e+00
1.800000000000000000e+01,8.280000000000001137e+01,3.546225276856732056e-01
1.800000000000000000e+01,8.459999999999999432e+01,2.688605209468200030e+00
1.800000000000000000e+01,8.640000000000000568e+01,4.038164791606947190e+00
1.800000000000000000e+01,8.820000000000001705e+01,5.189946764821494085e+00
1.800000000000000000e+01,9.000000000000000000e+01,6.025000000000000355e+00
2.159999999999999787e+01,-9.000000000000000000e+01,4.999999999999999112e+00
2.159999999999999787e+01,-8.820000000000000284e+01,3.764458543505672328e+00
2.159999999999999787e+01,-8.640000000000000568e+01,4.851356101470656768e+00
2.159999999999999787e+01,-8.459999999999999432e+01,5.235780338695537495e+00
2.159999999999999787e+01,-8.279999999999999716e+01,5.485162960706674085e+00
2.159999999999999787e+01,-8.100000000000000000e+01,5.862138929432131995e+00
2.159999999999999787e+01,-7.920000000000000284e+01,6.455371738802592851e+00
2.159999999999999787e+01,-7.740000000000000568e+01,5.911327644000551551e+00
2.159999999999999787e+01,-7.559999999999999432e+01,6.215354004646004071e+00
2.159999999999999787e+01,-7.379999999999999716e+01,5.562029275497049952e+00
2.159999999999999787e+01,-7.200000000000000000e+01,6.845279229810095956e+00
2.159999999999999787e+01,-7.020000000000000284e+01,5.647313690295800548e+00
2.159999999999999787e+01,-6.840000000000000568e+01,3.970699423414391749e+00
2.159999999999999787e+01,-6.659999999999999432e+01,2.679332153823923424e+00
2.159999999999999787e+01,-6.479999999999999716e+01,3.981678641410792419e-01
2.159999999999999787e+01,-6.300000000000000000e+01,-1.621784039954111134e-01
2.159999999999999787e+01,-6.120000000000000284e+01,-3.277890836254376605e+00
2.159999999999999787e+01,-5.939999999999999858e+01,-3.485619330923717119e+00
2.159999999999999787e+01,-5.760000000000000142e+01,-9.915148608146762133e-01
2.159999999999999787e+01,-5.579999999999999716e+01,1.145773829523380805e+00
2.159999999999999787e+01,-5.400000000000000000e+01,2.913793985270054065e+00
2.159999999999999787e+01,-5.219999999999999574e+01,4.362950298854399556e+00
2.159999999999999787e+01,-5.039999999999999858e+01,5.441461677403817809e+00
2.159999999999999787e+01,-4.860000000000000142e+01,6.325983399839638643e+00
2.159999999999999787e+01,-4.679999999999999716e+01,5.737900707130235922e+00
2.159999999999999787e+01,-4.500000000000000000e+01,5.182159986992928680e+00
2.159999999999999787e+01,-4.319999999999999574e+01,5.605025908020328629e+00
2.159999999999999787e+01,-4.139999999999999858e+01,5.982134875095582949e+00
2.159999999999999787e+01,-3.960000000000000142e+01,7.634637140080802631e+00
2.159999999999999787e+01,-3.779999999999999716e+01,9.505504567534375227e+00
2.159999999999999787e+01,-3.600000000000000000e+01,8.265735900633035982e+00
2.159999999999999787e+01,-3.419999999999999574e+01,8.997968503634814041e+00
2.159999999999999787e+01,-3.239999999999999858e+01,1.075479604709839698e+01
2.159999999999999787e+01,-3.060000000000000142e+01,1.121395706642652890e+01
2.159999999999999787e+01,-2.879999999999999716e+01,1.121006672614516830e+01
2.159999999999999787e+01,-2.700000000000000000e+01,1.099250341711192824e+01
2.159999999999999787e+01,-2.520000000000000284e+01,1.064912467635929261e+01
2.159999999999999787e+01,-2.339999999999999147e+01,1.018312339761453522e+01
2.159999999999999787e+01,-2.159999999999999432e+01,9.681576754494576775e+00
2.159999999999999787e+01,-1.979999999999999716e+01,9.706585627211953948e+00
2.159999999999999787e+01,-1.800000000000000000e+01,9.751067693201623143e+00
2.159999999999999787e+01,-1.620000000000000284e+01,9.739878960418767662e+00
2.159999999999999787e+01,-1.439999999999999147e+01,1.015000461181816505e+01
2.159999999999999787e+01,-1.259999999999999432e+01,1.079788559244532387e+01
2.159999999999999787e+01,-1.079999999999999716e+01,1.140477248168752311e+01
2.159999999999999787e+01,-9.000000000000000000e+00,1.209994840324248599e+01
2.159999999999999787e+01,-7.200000000000002842e+00,1.265140000000000242e+01
2.159999999999999787e+01,-5.399999999999991473e+00,1.302106766885503042e+01
2.159999999999999787e+01,-3.599999999999994316e+00,1.297974191634529895e+01
2.159999999999999787e+01,-1.799999999999997158e+00,1.305775453742261760e+01
2.159999999999999787e+01,0.000000000000000000e+00,1.367318568595539929e+01
2.159999999999999787e+01,1.799999999999997158e+00,1.422085693859411748e+01
2.159999999999999787e+01,3.600000000000008527e+00,1.438186585015788133e+01
2.159999999999999787e+01,5.400000000000005684e+00,1.424386769314724255e+01
2.159999999999999787e+01,7.200000000000002842e+00,1.412225948870607617e+01
2.159999999999999787e+01,9.000000000000000000e+00,1.405134154040404226e+01
2.159999999999999787e+01,1.079999999999999716e+01,1.428667984189723228e+01
2.159999999999999787e+01,1.260000000000000853e+01,1.420910815598500854e+01
2.159999999999999787e+01,1.440000000000000568e+01,1.371677259287982054e+01
2.159999999999999787e+01,1.620000000000000284e+01,1.351702780079161670e+01
2.159999999999999787e+01,1.800000000000000000e+01,1.352946147985906045e+01
2.159999999999999787e+01,1.979999999999999716e+01,1.393874999999999709e+01
2.159999999999999787e+01,2.160000000000000853e+01,1.438680717894111716e+01
2.159999999999999787e+01,2.340000000000000568e+01,1.415547642822560626e+01
2.159999999999999787e+01,2.520000000000000284e+01,1.453265020576131938e+01
2.159999999999999787e+01,2.700000000000000000e+01,1.463268658883265694e+01
2.159999999999999787e+01,2.879999999999999716e+01,1.441706686735745180e+01
2.159999999999999787e+01,3.060000000000000853e+01,1.422084561695801597e+01
2.159999999999999787e+01,3.240000000000000568e+01,1.354716850028952813e+01
2.159999999999999787e+01,3.420000000000000284e+01,1.284425198235166476e+01
2.159999999999999787e+01,3.600000000000000000e+01,1.344177053448733083e+01
2.159999999999999787e+01,3.779999999999999716e+01,1.326408946369318897e+01
2.159999999999999787e+01,3.959999999999999432e+01,1.324937636111661199e+01
2.159999999999999787e+01,4.140000000000000568e+01,1.305367098267775638e+01
2.159999999999999787e+01,4.320000000000001705e+01,1.251025560927234537e+01
2.159999999999999787e+01,4.500000000000000000e+01,1.248730752567828794e+01
2.159999999999999787e+01,4.680000000000001137e+01,1.233859158058425542e+01
2.159999999999999787e+01,4.859999999999999432e+01,1.178357964013931891e+01
2.159999999999999787e+01,5.040000000000000568e+01,1.131916785133586068e+01
2.159999999999999787e+01,5.220000000000001705e+01,1.109976832683877390e+01
2.159999999999999787e+01,5.400000000000000000e+01,1.135700429957004332e+01
2.159999999999999787e+01,5.580000000000001137e+01,1.011948277744844482e+01
2.159999999999999787e+01,5.759999999999999432e+01,8.777096437066047585e+00
2.159999999999999787e+01,5.940000000000000568e+01,8.938190752655906124e+00
2.159999999999999787e+01,6.120000000000001705e+01,8.049716094379430587e+00
2.159999999999999787e+01,6.300000000000000000e+01,7.071338180989831024e+00
2.159999999999999787e+01,6.480000000000001137e+01,6.248912334548241354e+00
2.159999999999999787e+01,6.659999999999999432e+01,6.237452867972295145e+00
2.159999999999999787e+01,6.840000000000000568e+01,4.646309476900957414e+00
2.159999999999999787e+01,7.020000000000001705e+01,3.521788599129636488e+00
2.159999999999999787e+01,7.200000000000000000e+01,2.593759042804159254e+00
2.159999999999999787e+01,7.380000000000001137e+01,1.907326399610745904e+00
2.159999999999999787e+01,7.559999999999999432e+01,1.388637281095321141e+00
2.159999999999999787e+01,7.740000000000000568e+01,1.288045672281949550e+00
2.159999999999999787e+01,7.920000000000001705e+01,1.795982937874727403e+00
2.159999999999999787e+01,8.100000000000000000e+01,2.352841431296968544e+00
2.159999999999999787e+01,8.280000000000001137e+01,4.253909247792099890e+00
2.159999999999999787e+01,8.459999999999999432e+01,4.522233998192545457e+00
2.159999999999999787e+01,8.640000000000000568e+01,5.224337353612236612e+00
2.159999999999999787e+01,8.820000000000001705e+01,5.922376021436623006e+00
2.159999999999999787e+01,9.000000000000000000e+01,6.699999999999999289e+00
2.519999999999999574e+01,-9.000000000000000000e+01,6.250000000000000000e+00
2.519999999999999574e+01,-8.820000000000000284e+01,5.134601986128632056e+00
2.519999999999999574e+01,-8.640000000000000568e+01,3.287870117257761127e+00
2.519999999999999574e+01,-8.459999999999999432e+01,3.737779998665883952e+00
2.519999999999999574e+01,-8.279999999999999716e+01,3.751900700578739034e+00
2.519999999999999574e+01,-8.100000000000000000e+01,4.433776311095249056e+00
2.519999999999999574e+01,-7.920000000000000284e+01,4.968448053554912924e+00
2.519999999999999574e+01,-7.740000000000000568e+01,4.579820916551317289e+00
2.519999999999999574e+01,-7.559999999999999432e+01,4.271489969801550046e+00
2.519999999999999574e+01,-7.379999999999999716e+01,4.648575350549086771e+00
2.519999999999999574e+01,-7.200000000000000000e+01,5.192163173731175085e+00
2.519999999999999574e+01,-7.020000000000000284e+01,3.940615531541916017e+00
2.519999999999999574e+01,-6.840000000000000568e+01,2.678611949305975237e+00
2.519999999999999574e+01,-6.659999999999999432e+01,2.305439386847650596e+00
2.519999999999999574e+01,-6.479999999999999716e+01,2.277188558524651629e+00
2.519999999999999574e+01,-6.300000000000000000e+01,3.271009229457636724e+00
2.519999999999999574e+01,-6.120000000000000284e+01,4.222541666666670857e+00
2.519999999999999574e+01,-5.939999999999999858e+01,3.430864471491750667e+00
2.519999999999999574e+01,-5.760000000000000142e+01,4.094620212829918948e+00
2.519999999999999574e+01,-5.579999999999999716e+01,4.907926112202941837e+00
2.519999999999999574e+01,-5.400000000000000000e+01,4.812018075185079624e+00
2.519999999999999574e+01,-5.219999999999999574e+01,5.757814549276041305e+00
2.519999999999999574e+01,-5.039999999999999858e+01,5.618717624990982706e+00
2.519999999999999574e+01,-4.860000000000000142e+01,5.961399295968952572e+00
2.519999999999999574e+01,-4.679999999999999716e+01,6.296340089187960842e+00
2.519999999999999574e+01,-4.500000000000000000e+01,6.580542776743090627e+00
2.519999999999999574e+01,-4.319999999999999574e+01,7.059592100687817506e+00
2.519999999999999574e+01,-4.139999999999999858e+01,8.184166490893344914e+00
2.519999999999999574e+01,-3.960000000000000142e+01,9.740595497458247820e+00
2.519999999999999574e+01,-3.779999999999999716e+01,8.880003376603294640e+00
2.519999999999999574e+01,-3.600000000000000000e+01,9.205378420576876053e+00
2.519999999999999574e+01,-3.419999999999999574e+01,1.038969593185974283e+01
2.519999999999999574e+01,-3.239999999999999858e+01,1.061499656896382682e+01
2.519999999999999574e+01,-3.060000000000000142e+01,1.052608208077138841e+01
2.519999999999999574e+01,-2.879999999999999716e+01,1.036659639295826629e+01
2.519999999999999574e+01,-2.700000000000000000e+01,1.048578227617537983e+01
2.519999999999999574e+01,-2.520000000000000284e+01,1.068630530973451442e+01
2.519999999999999574e+01,-2.339999999999999147e+01,1.043678925617297182e+01
2.519999999999999574e+01,-2.159999999999999432e+01,1.009117125204299015e+01
2.519999999999999574e+01,-1.979999999999999716e+01,1.004694416292631587e+01
2.519999999999999574e+01,-1.800000000000000000e+01,1.015882756592490921e+01
2.519999999999999574e+01,-1.620000000000000284e+01,1.028746172013041260e+01
2.519999999999999574e+01,-1.439999999999999147e+01,1.048843399339934024e+01
2.519999999999999574e+01,-1.259999999999999432e+01,1.074456150354284745e+01
2.519999999999999574e+01,-1.079999999999999716e+01,1.096544409324377689e+01
2.519999999999999574e+01,-9.000000000000000000e+00,1.129354588288893524e+01
2.519999999999999574e+01,-7.200000000000002842e+00,1.167912701991338587e+01
2.519999999999999574e+01,-5.399999999999991473e+00,1.193189984400860304e+01
2.519999999999999574e+01,-3.599999999999994316e+00,1.220826609314743472e+01
2.519999999999999574e+01,-1.799999999999997158e+00,1.273359959319169477e+01
2.519999999999999574e+01,0.000000000000000000e+00,1.329526596076202694e+01
2.519999999999999574e+01,1.799999999999997158e+00,1.371140017182454507e+01
2.519999999999999574e+01,3.600000000000008527e+00,1.401202942511527993e+01
2.519999999999999574e+01,5.400000000000005684e+00,1.413293195456206774e+01
2.519999999999999574e+01,7.200000000000002842e+00,1.409491159940840888e+01
2.519999999999999574e+01,9.000000000000000000e+00,1.397718020516639470e+01
